1,1
3,1
2,1
5,1
6,1
1,3
2,3
3,6
4,2
5,7
6,7
1,7
2,3
3,4
4,1
5,3
6,3
1,1
3,2
5,3
6,1
2,1
1,2
3,1
1,1
3,1
4,1
5,1
6,1
6,1
5,2
6,3
1,1
3,1
3,1
1,1
2,1
3,2
5,1
6,1
1,1
6,1
1,1
3,2
6,1
3,1
1,3
2,1
3,1
3,1
3,1
3,2
5,1
6,1
5,1
6,1
1,1
1,2
3,1
6,1
5,1
6,1
3,1
3,1
3,1
5,1
5,1
3,1
5,1
6,1
6,1
3,1
2,1
3,4
1,1
2,1
1,1
1,1
2,1
3,4
5,1
6,1
2,3
3,5
4,1
5,2
6,2
6,1
3,1
2,1
6,1
2,1
3,1
1,1
3,5
6,1
1,1
2,2
3,2
3,1
1,1
6,2
1,1
2,1
3,1
6,1
5,1
6,2
1,1
5,1
6,1
1,1
2,1
3,2
6,1
1,1
5,1
6,1
1,1
3,1
5,1
6,1
1,1
1,1
2,1
6,1
1,1
1,1
1,1
1,1
1,1
3,1
2,1
3,1
1,1
6,1
6,1
3,1
1,1
1,2
2,1
3,3
5,1
6,1
1,1
3,1
5,1
6,1
1,1
6,1
6,1
1,1
6,1
1,1
2,1
3,1
4,1
5,1
6,4
1,1
2,1
2,1
1,1
3,1
5,2
6,2
1,1
3,1
5,1
6,1
1,1
6,1
1,1
3,1
4,1
3,1
5,1
6,1
3,1
3,1
2,2
3,2
5,3
6,3
5,1
5,1
6,1
3,1
3,1
1,1
3,1
1,1
2,1
6,1
1,1
3,1
1,1
1,1
6,1
1,2
5,1
6,1
1,2
1,1
3,1
3,1
1,1
3,1
6,1
3,1
6,1
2,2
6,2
1,2
6,2
2,1
6,1
3,1
1,1
1,1
2,1
5,1
6,1
2,1
5,1
3,1
1,1
1,1
3,1
1,1
3,1
3,1
1,1
2,2
3,1
3,1
5,1
6,1
3,1
6,1
2,1
3,1
1,1
1,1
3,1
1,1
3,1
1,1
6,1
5,1
6,1
1,1
1,1
2,1
1,1
5,2
6,2
6,1
2,1
3,2
6,1
3,1
1,1
1,1
1,1
3,1
1,1
3,1
2,1
3,1
3,1
4,1
5,2
6,3
1,1
6,1
3,1
1,1
2,1
3,6
5,1
6,1
3,1
1,2
2,2
6,1
3,1
6,1
2,1
5,2
6,1
1,1
3,1
1,1
3,1
5,1
1,1
5,1
6,1
3,12
5,3
6,3
1,1
1,1
3,2
5,1
6,1
1,4
3,1
6,1
3,1
1,1
1,1
3,2
1,1
1,1
3,1
6,1
3,1
6,2
1,1
1,1
6,1
1,1
6,1
1,3
2,3
3,4
4,1
5,2
6,5
3,1
3,1
6,1
1,2
6,1
3,1
6,1
3,2
5,1
6,1
1,1
2,1
1,1
1,1
2,1
1,3
2,10
3,14
4,1
5,6
6,10
6,1
6,1
5,1
6,2
1,1
2,2
5,2
6,1
3,1
3,1
1,3
2,2
3,1
5,1
6,1
1,6
2,1
3,6
5,5
6,9
1,1
3,3
1,1
3,5
5,2
6,4
1,1
3,1
3,1
3,1
5,1
6,1
2,1
2,1
3,1
1,3
3,4
5,2
6,4
1,1
3,1
3,1
5,1
6,1
1,1
2,1
5,1
6,2
3,1
1,1
6,1
1,1
2,1
6,6
5,1
6,1
1,1
3,1
1,1
1,1
6,1
1,1
1,1
1,1
3,3
2,1
3,1
3,1
1,1
3,1
2,1
2,1
3,1
2,1
1,1
2,3
3,3
6,1
3,1
3,1
1,1
3,1
1,2
3,2
5,3
6,2
3,2
5,1
6,1
3,4
5,1
3,1
3,1
1,1
3,1
5,1
3,1
5,1
6,1
3,2
2,1
3,1
2,1
3,2
6,1
1,6
2,5
3,2
4,1
5,1
6,8
6,1
1,2
4,1
5,2
2,1
3,1
2,1
5,1
1,1
2,2
3,10
5,2
6,1
1,1
3,1
5,1
1,1
3,1
1,1
2,1
3,1
1,1
3,1
1,1
3,2
3,4
2,1
2,1
3,2
1,1
2,2
3,6
6,4
6,1
2,1
1,3
1,1
1,1
1,1
2,1
1,2
3,1
6,1
6,1
3,1
5,1
1,1
1,2
2,1
1,2
3,1
3,1
2,1
5,1
1,2
5,1
6,1
1,1
3,3
6,1
3,1
3,1
1,1
2,1
3,1
5,1
6,2
1,1
1,1
3,1
1,1
3,1
3,1
3,1
1,1
1,2
2,3
4,1
5,5
6,4
3,1
3,2
1,1
3,5
3,2
5,1
6,2
2,1
3,1
1,1
3,1
4,1
5,1
2,1
5,1
6,1
1,1
2,1
5,1
6,1
1,1
3,1
6,1
1,1
4,1
5,1
5,1
6,1
1,1
3,1
1,1
6,1
5,1
6,1
3,1
2,1
3,1
2,2
1,1
3,1
3,1
1,1
3,1
6,1
1,1
1,2
2,1
3,5
5,2
6,2
3,1
5,1
6,3
3,1
1,1
3,1
1,1
1,1
3,1
3,1
5,1
6,1
1,3
3,3
1,3
3,3
6,1
2,1
3,1
3,1
4,1
5,1
1,1
4,1
5,2
6,2
5,1
6,1
1,1
6,1
5,1
3,1
4,1
5,1
1,1
3,1
3,2
3,1
1,1
1,1
2,1
1,6
3,1
3,1
1,1
5,1
6,1
5,2
6,1
3,2
5,1
6,2
1,1
3,1
1,1
2,1
3,2
6,1
1,1
6,1
2,1
4,1
5,1
3,1
5,1
6,1
3,1
3,1
6,1
1,1
3,4
3,1
6,2
3,1
6,1
1,4
2,3
3,6
4,1
5,7
6,4
3,1
1,3
2,1
3,1
5,1
6,3
1,4
2,2
3,1
1,1
3,2
3,2
5,1
6,1
2,1
3,1
6,2
1,1
1,1
3,1
2,1
1,1
3,3
5,1
2,1
5,1
6,1
3,1
3,1
3,1
1,1
2,1
3,3
4,1
5,1
6,1
3,1
2,1
1,1
6,1
1,1
3,1
6,1
3,1
1,1
2,1
3,2
3,1
1,4
6,1
1,1
2,1
4,1
5,1
1,2
3,1
6,1
1,1
1,1
6,1
5,1
6,1
1,15
2,11
3,11
4,3
5,14
6,14
3,1
6,1
1,1
2,2
1,1
1,1
1,1
1,1
1,3
2,2
3,3
4,1
5,3
6,4
1,2
1,5
3,1
6,2
1,2
1,1
5,1
6,1
1,1
1,1
2,1
5,1
6,1
2,1
1,1
5,1
6,1
1,1
3,1
5,2
6,2
3,1
1,1
1,3
2,2
3,1
5,1
6,2
1,1
3,1
5,2
3,1
4,1
5,1
6,1
3,1
6,1
5,3
6,3
2,1
2,1
3,1
5,1
3,1
3,1
1,1
1,1
3,1
1,1
1,3
6,2
2,1
1,1
1,1
3,1
2,1
2,1
3,1
3,1
6,1
1,1
3,1
5,2
6,2
1,1
1,1
3,1
6,1
1,1
1,1
2,1
6,1
1,1
6,1
1,1
5,1
3,1
6,1
4,1
5,1
6,2
6,1
6,1
2,1
5,1
6,2
3,1
5,3
6,5
6,1
3,1
1,1
3,1
1,1
4,1
5,1
3,1
6,1
2,1
5,1
6,1
2,1
1,1
1,1
6,1
5,1
3,1
6,1
2,1
1,2
3,3
5,2
6,1
5,1
2,1
1,2
5,1
6,1
3,1
6,1
1,1
3,1
1,2
3,1
1,1
1,1
1,1
6,1
3,1
1,3
3,5
5,2
6,4
1,2
3,1
2,1
2,1
1,1
1,3
2,1
3,1
3,1
1,1
6,1
3,1
1,3
2,7
3,2
4,3
5,9
6,8
1,1
5,1
6,1
1,2
3,1
1,3
3,1
5,1
6,1
1,1
5,1
6,1
1,1
6,1
1,1
3,1
5,1
6,1
1,1
3,1
3,1
5,1
6,1
1,1
3,2
1,1
5,2
2,1
3,2
6,1
1,1
4,1
5,1
2,1
2,1
5,1
6,1
3,1
6,1
1,1
2,2
4,1
5,2
6,2
3,1
1,1
3,1
5,1
6,1
2,1
3,1
3,1
3,1
3,1
5,1
6,1
2,1
3,2
1,1
1,1
1,1
1,2
1,1
1,2
1,1
5,1
1,1
6,1
2,1
3,2
4,1
5,1
6,1
6,1
1,1
1,1
3,1
1,3
1,1
1,3
3,1
1,1
6,1
3,2
3,2
2,1
3,4
2,1
3,2
6,1
1,5
2,1
3,9
5,7
6,5
5,1
3,1
3,2
3,1
1,1
6,1
1,1
6,1
5,3
1,1
6,1
2,2
3,1
6,2
6,2
6,1
1,2
1,1
3,1
1,1
3,1
3,1
1,1
3,1
1,1
1,1
6,1
3,1
3,1
3,1
3,1
1,1
2,4
5,1
6,2
1,2
2,2
1,1
1,1
2,1
3,1
1,3
1,1
5,2
6,3
2,1
5,1
6,1
1,1
1,1
3,1
6,1
5,1
6,2
3,1
2,1
3,1
1,4
6,1
3,1
6,1
3,2
5,2
4,1
1,1
3,4
1,9
2,5
3,20
4,2
5,3
6,3
1,3
3,2
3,2
3,3
2,2
2,1
3,3
5,1
6,1
1,3
3,1
6,3
3,2
2,2
3,1
1,1
1,1
5,1
6,2
1,1
1,1
3,1
3,1
6,1
1,18
2,6
3,26
4,1
5,7
6,8
1,1
2,1
3,1
6,1
6,1
3,1
3,1
6,1
3,2
5,1
6,2
3,1
3,1
1,1
3,1
3,1
4,1
5,1
3,1
2,1
6,1
3,1
1,1
3,1
3,1
3,1
1,1
1,1
6,1
5,1
3,1
1,1
3,1
5,1
6,2
6,1
2,1
3,1
6,1
1,1
2,1
3,1
1,2
2,2
3,6
6,1
1,1
5,1
6,1
1,1
6,1
2,2
3,1
2,1
2,1
1,1
2,1
3,1
5,1
6,1
2,1
1,1
1,1
3,1
1,1
5,1
6,1
3,1
1,1
1,1
2,2
3,6
5,1
6,4
3,2
1,1
3,2
5,2
6,2
1,1
1,1
6,1
6,1
2,1
2,1
1,9
2,4
3,2
5,4
6,10
2,1
1,1
6,1
1,1
2,2
3,6
6,4
1,2
1,1
1,1
2,2
2,1
3,3
5,2
6,1
2,1
1,1
1,1
2,1
4,1
5,1
5,2
6,1
6,1
3,1
3,1
1,1
1,2
3,1
3,1
1,1
2,1
4,1
5,1
6,1
5,1
6,1
1,2
3,3
4,1
5,3
6,6
1,2
2,1
3,1
6,1
6,1
6,1
3,1
3,2
4,1
5,1
6,1
1,1
3,1
1,1
1,1
1,1
1,1
3,2
1,2
2,1
3,2
6,1
3,1
5,1
6,1
1,6
3,2
5,2
6,3
3,1
